Name,Description,Location,Location On Hand,Location Committed,Location Available
K7043-F2232,"SPATIAL ORDER - Kaufmann Armless Accent Chair with Button Tufting, Gray",KFNJ,,,
K7043-F2232,"SPATIAL ORDER - Kaufmann Armless Accent Chair with Button Tufting, Gray",KFHQ,,,
K7052-1501-5,HomePop Layla Tufted Bench - Natural,KFHQ,127,1,126
K7052-1501-5,HomePop Layla Tufted Bench - Natural,KFNJ,88,4,84
K7052-1501-7,HomePop Layla Tufted Bench - Gray,KFHQ,103,1,102
K7052-1501-7,HomePop Layla Tufted Bench - Gray,KFNJ,17,3,14
K7052-F2208,HomePop Layla Tufted Bench - Dark Charcoal Gray,KFNJ,,,
K7052-F2208,HomePop Layla Tufted Bench - Dark Charcoal Gray,KFHQ,73,,73
K7064-B273,"SPATIAL ORDER - Kaufmann Modern Accent Chair with Button Tufting, Yellow",KFHQ,127,,127
K7064-B273,"SPATIAL ORDER - Kaufmann Modern Accent Chair with Button Tufting, Yellow",KFNJ,,,
K7064-F2232,"HomePop- Modern Accent Chair with Button Tufting, Gray",KFHQ,,,
K7064-F2232,"HomePop- Modern Accent Chair with Button Tufting, Gray",KFNJ,,,
K7116-E903,HomePop Draper Ottoman with Button Tufting - Gray Faux Leather,KFHQ,64,4,60
K7116-E903,HomePop Draper Ottoman with Button Tufting - Gray Faux Leather,KFNJ,41,10,31
K7116-F2378,HomePop Draper Bench with Button Tufting - Medium Black Plaid,KFNJ,,,
K7116-F2378,HomePop Draper Bench with Button Tufting - Medium Black Plaid,KFHQ,72,1,71
K7116-F2380,HomePop Draper Ottoman with Button Tufting - Global Print,KFHQ,89,1,88
K7116-F2380,HomePop Draper Ottoman with Button Tufting - Global Print,KFNJ,,,
K7116-YDQY-2,HomePop Draper Large Decorative Bench with Button Tufting - Light Brown Faux Leather,KFHQ,427,231,196
K7116-YDQY-2,HomePop Draper Large Decorative Bench with Button Tufting - Light Brown Faux Leather,KFNJ,385,329,56
K7143-J001,HomePop Round Metal Accent Table with Glass top - Black,KFNJ,,,
K7143-J001,HomePop Round Metal Accent Table with Glass top - Black,KFHQ,94,1,93
K7143-J014,"SPATIAL ORDER - Round Metal Accent Table with Glass top, Gold",KFNJ,4,,4
K7143-J014,"SPATIAL ORDER - Round Metal Accent Table with Glass top, Gold",KFHQ,1,,1
K7171-YDQY-2,HomePop Modern Recliner - Distressed Brown Faux Leather,KFNJ,,,
K7171-YDQY-2,HomePop Modern Recliner - Distressed Brown Faux Leather,KFHQ,,,
K7183-YTB2,HomePop Kids Recliner in Pink Faux Leatherl,KFNJ,,,
K7183-YTB2,HomePop Kids Recliner in Pink Faux Leatherl,KFHQ,80,80,
K7185-A857,HomePop Kids Chair and Ottoman - Pink and White Lattice,KFNJ,,,
K7185-A857,HomePop Kids Chair and Ottoman - Pink and White Lattice,KFHQ,,,
K7185-F2337,HomePop Kids Chair and Ottoman - Stain Resistant Gray Fabric,KFHQ,37,37,
K7185-F2337,HomePop Kids Chair and Ottoman - Stain Resistant Gray Fabric,KFNJ,,,
K7186-B292,HomePop Kids Club Chair - Faux Sheepskin Fur Natural,KFNJ,,,
K7186-B292,HomePop Kids Club Chair - Faux Sheepskin Fur Natural,KFHQ,45,45,
K7224-B227,HomePop Faux Fur White Round Stool,KFHQ,136,3,133
K7224-B227,HomePop Faux Fur White Round Stool,KFNJ : KFNJQU,1,,
K7224-B227,HomePop Faux Fur White Round Stool,KFNJ,,,
K7224-B250,HomePop Faux Fur Round Ottoman - Black,KFHQ,29,,29
K7224-B250,HomePop Faux Fur Round Ottoman - Black,KFNJ,35,1,34
K7225-B227,HomePop Faux Fur White Square Stool,KFHQ,228,,228
K7225-B227,HomePop Faux Fur White Square Stool,KFNJ,83,2,81
K7225-B233,HomePop Faux Fur Square Ottoman - Pink,KFNJ,57,4,53
K7225-B233,HomePop Faux Fur Square Ottoman - Pink,KFHQ,125,2,123
K7225-B250,HomePop Faux Fur Square Ottoman - Black,KFHQ,95,,95
K7225-B250,HomePop Faux Fur Square Ottoman - Black,KFNJ,6,,6
K7243,HomePop Metal Accent Table Triangle Gold Base Round Mirror Top,KFHQ,206,9,197
K7243,HomePop Metal Accent Table Triangle Gold Base Round Mirror Top,KFNJ,208,4,204
K7243-J001,HomePop Metal Accent Table Triangle Black Base Round Mirror Top,KFNJ,138,1,137
K7243-J001,HomePop Metal Accent Table Triangle Black Base Round Mirror Top,KFHQ,,,
K7243-J038,"HomePop Metal Accent Table Triangle White Base, Round Mirror Top",KFHQ,50,,50
K7243-J038,"HomePop Metal Accent Table Triangle White Base, Round Mirror Top",KFNJ,41,,41
K7246-J014,HomePop Hourglass Metal Accent Table Gold Mirror Top,KFHQ,20,12,8
K7246-J014,HomePop Hourglass Metal Accent Table Gold Mirror Top,KFNJ,10,1,9
K7307-F2178,HomePop Kate Tufted Swoop Arm Accent Chair,KFNJ,115,2,113
K7307-F2178,HomePop Kate Tufted Swoop Arm Accent Chair,KFHQ,50,1,49
K7342-A824,HomePop Square Ottoman with Lift Off Top - Gray Floral,KFHQ,150,13,137
K7342-A824,HomePop Square Ottoman with Lift Off Top - Gray Floral,KFNJ,103,17,86
K7342-A853,HomePop Square Ottoman with Lift-Off - Navy Lattice,KFHQ,45,1,44
K7342-A853,HomePop Square Ottoman with Lift-Off - Navy Lattice,KFNJ,,,
K7342-E903,HomePop Square Ottoman with Lift Off Top - Gray Faux Leather,KFNJ,55,4,51
K7342-E903,HomePop Square Ottoman with Lift Off Top - Gray Faux Leather,KFHQ,58,2,56
K7342-F2067,HomePop Cole Classics Square Storage Ottoman Wood Leg,KFHQ,14,14,
K7342-F2067,HomePop Cole Classics Square Storage Ottoman Wood Leg,KFNJ,67,54,13
K7342-F2182,HomePop Square Lift Off Ottoman - Gray,KFHQ,232,3,229
K7342-F2182,HomePop Square Lift Off Ottoman - Gray,KFNJ,38,2,36
K7342-F2214,HomePop Cole Classics Square Storage Ottoman Wood Leg,KFHQ,121,6,115
K7342-F2214,HomePop Cole Classics Square Storage Ottoman Wood Leg,KFNJ,125,9,116
K7342-F2236,HomePop Square Lift Off Ottoman - Natural Windowpane,KFNJ,41,12,29
K7342-F2236,HomePop Square Lift Off Ottoman - Natural Windowpane,KFHQ,96,6,90
K7342-F2262,HomePop Square Ottoman with Lift-Off - Black Plaid,KFNJ,,,
K7342-F2262,HomePop Square Ottoman with Lift-Off - Black Plaid,KFHQ,35,10,25
K7342-F2267,HomePop Square Ottoman with Lift Off Top - Onyx,KFNJ,68,25,43
K7342-F2267,HomePop Square Ottoman with Lift Off Top - Onyx,KFHQ,27,2,25
K7342-F2359,HomePop Square Ottoman with Lift-Off - Blue Stripe,KFHQ,51,4,47
K7342-F2359,HomePop Square Ottoman with Lift-Off - Blue Stripe,KFNJ,,,
K7342-YDQY-2,HomePop Square Ottoman with Lift Off Top - Distressed Brown Faux Leather,KFNJ,14,,14
K7342-YDQY-2,HomePop Square Ottoman with Lift Off Top - Distressed Brown Faux Leather,KFHQ,52,1,51
K7351-J001,"SPATIAL ORDER - Half-Moon Modern Metal Accent Table, Black",KFNJ,1,,1
K7351-J001,"SPATIAL ORDER - Half-Moon Modern Metal Accent Table, Black",KFHQ,27,7,20
K7351-J014,"SPATIAL ORDER - Half-Moon Modern Metal Accent Table, Gold",KFHQ,5,,5
K7351-J014,"SPATIAL ORDER - Half-Moon Modern Metal Accent Table, Gold",KFNJ,,,
K7351-J038,"SPATIAL ORDER - Half-Moon Modern Metal Accent Table, White",KFNJ,,,
K7351-J038,"SPATIAL ORDER - Half-Moon Modern Metal Accent Table, White",KFHQ,4,2,2
K7378-F1087,HomePop Large Tufted Storage Bench,KFNJ,51,2,49
K7378-F1087,HomePop Large Tufted Storage Bench,KFHQ,47,,47
K7378-F1370,HomePop Large Tufted Storage Bench - Taupe,KFNJ : KFNJQU,2,,
K7378-F1370,HomePop Large Tufted Storage Bench - Taupe,KFHQ,25,,25
K7378-F1370,HomePop Large Tufted Storage Bench - Taupe,KFNJ,,,
K7378-F1374,HomePop Large Tufted Storage Bench - Teal,KFHQ,52,1,51
K7378-F1374,HomePop Large Tufted Storage Bench - Teal,KFNJ,59,4,55
K7378-F1424,HomePop Large Tufted Storage Bench - Cream,KFHQ,51,,51
K7378-F1424,HomePop Large Tufted Storage Bench - Cream,KFNJ,93,1,92
K7380-F1447,HomePop Storage cube ottoman,KFHQ,176,,176
K7380-F1447,HomePop Storage cube ottoman,KFNJ,370,3,367
K7395-B267,Rimo Velvet Storage Bench - Dark Navy,KFHQ,54,,54
K7395-B267,Rimo Velvet Storage Bench - Dark Navy,KFNJ,92,4,88
K7395-B269,Rimo Velvet Storage Bench - Gray,KFNJ,94,3,91
K7395-B269,Rimo Velvet Storage Bench - Gray,KFHQ,108,13,95
K7395-F2133,HomePop Rimo Upholstered Storage Bench - Navy,KFHQ,93,,93
K7395-F2133,HomePop Rimo Upholstered Storage Bench - Navy,KFNJ,21,3,18
K7395-F2134,HomePop Rimo Upholstered Storage Bench - Gray,KFHQ,53,,53
K7395-F2134,HomePop Rimo Upholstered Storage Bench - Gray,KFNJ,79,4,75
K7395-F2288,HomePop Rimo Upholstered Storage Bench - Teal,KFNJ,105,3,102
K7395-F2288,HomePop Rimo Upholstered Storage Bench - Teal,KFHQ,45,3,42
K7395-F2289,HomePop Rimo Upholstered Storage Bench - Cream,KFHQ,83,,83
K7395-F2289,HomePop Rimo Upholstered Storage Bench - Cream,KFNJ,84,6,78
K7399-B118,HomePop Round Stool Metal Base White Velvet,KFHQ,50,1,49
K7399-B118,HomePop Round Stool Metal Base White Velvet,KFNJ,,,
K7399-B254,HomePop Velvet Round Ottoman - Silver,KFNJ,2,1,1
K7399-B254,HomePop Velvet Round Ottoman - Silver,KFHQ,90,7,83
K7401-A825,HomePop Metal Upholstered Ottoman - Grey Lattice,KFHQ,40,1,39
K7401-A825,HomePop Metal Upholstered Ottoman - Grey Lattice,KFNJ,19,2,17
K7401-E903,HomePop Modern Metal X-base Ottoman - Gray Faux Leather,KFNJ,,,
K7401-E903,HomePop Modern Metal X-base Ottoman - Gray Faux Leather,KFHQ,27,,27
K7401-F2060,HomePop Metal X Base Tan Gray and Cream Awning Stripe,KFHQ,129,,129
K7401-F2060,HomePop Metal X Base Tan Gray and Cream Awning Stripe,KFNJ,65,5,60
K7401-F2237,HomePop Modern Metal X-base Ottoman - Charcoal Stripe,KFNJ,39,1,38
K7401-F2237,HomePop Modern Metal X-base Ottoman - Charcoal Stripe,KFHQ,94,2,92
K7401-F2267,HomePop Upholstered Metal Ottoman - Onyx,KFHQ,,,
K7401-F2267,HomePop Upholstered Metal Ottoman - Onyx,KFHQ : KFHQQU,5,,
K7401-F2267,HomePop Upholstered Metal Ottoman - Onyx,KFNJ,70,9,61
K7401-F2348,HomePop Modern Metal X-base Ottoman - Charcoal Square Geometric,KFHQ,124,2,122
K7401-F2348,HomePop Modern Metal X-base Ottoman - Charcoal Square Geometric,KFNJ,34,1,33
K7401-F2353,HomePop Modern Metal X-base Ottoman - Black and White Stripe,KFHQ,52,,52
K7401-F2353,HomePop Modern Metal X-base Ottoman - Black and White Stripe,KFNJ,36,3,33
K7401-F2379,HomePop Modern Metal X-base Ottoman - Charcoal Plaid,KFNJ,,,
K7401-F2379,HomePop Modern Metal X-base Ottoman - Charcoal Plaid,KFHQ,77,,77
K7401-F2380,HomePop Modern Metal X-base Ottoman - Global Print,KFNJ,,,
K7401-F2380,HomePop Modern Metal X-base Ottoman - Global Print,KFHQ,45,1,44
K7401-F2383,HomePop Modern Metal X-base Ottoman  - Light Gray Plaid,KFHQ,45,,45
K7401-F2383,HomePop Modern Metal X-base Ottoman  - Light Gray Plaid,KFNJ,,,
K7404-B304,HomePop Wood and Metal Upholstered Storage Ottoman - Cream,KFNJ,,,
K7404-B304,HomePop Wood and Metal Upholstered Storage Ottoman - Cream,KFHQ,48,3,45
K7404-B305,HomePop Wood and Metal Upholstered Storage Ottoman -Gray,KFHQ,39,1,38
K7404-B305,HomePop Wood and Metal Upholstered Storage Ottoman -Gray,KFNJ,,,
K7420-F2179,HomePop Kate Tufted Storage Bench Settee,KFHQ,49,4,45
K7420-F2179,HomePop Kate Tufted Storage Bench Settee,KFNJ,83,3,80
K7446-F2105,"HomePop Blake Backless 24"" Counter stool",KFHQ,132,,132
K7446-F2105,"HomePop Blake Backless 24"" Counter stool",KFNJ,,,
K7446-F2176,"HomePop Blake Backless 24"" Counter stool",KFNJ,40,5,35
K7446-F2176,"HomePop Blake Backless 24"" Counter stool",KFHQ,83,,83
K7446-F2178,"HomePop Blake Backless 24"" Counter stool",KFNJ,,,
K7446-F2178,"HomePop Blake Backless 24"" Counter stool",KFHQ,50,4,46
K7446-F2181,"HomePop Blake Backless 24"" Counter stool",KFHQ,37,5,32
K7446-F2181,"HomePop Blake Backless 24"" Counter stool",KFNJ,,,
K7446-F2182,"HomePop Blake Backless 24"" Counter stool",KFHQ,147,4,143
K7446-F2182,"HomePop Blake Backless 24"" Counter stool",KFNJ,81,3,78
K7446-F2183,"HomePop Blake Backless 24"" Counter stool",KFNJ,56,3,53
K7446-F2183,"HomePop Blake Backless 24"" Counter stool",KFHQ,43,,43
K7460-F2101,HomePop Delilah Tufted Dining Chair,KFHQ,53,,53
K7460-F2101,HomePop Delilah Tufted Dining Chair,KFNJ,,,
K7467-B227,HomePop Faux Fur White Rectangle Bench,KFNJ,57,1,56
K7467-B227,HomePop Faux Fur White Rectangle Bench,KFHQ,89,3,86
K7467-B233,HomePop Faux Fur Rectangle Bench - Pink,KFHQ,173,1,172
K7467-B233,HomePop Faux Fur Rectangle Bench - Pink,KFNJ,,,
K7467-B255,HomePop Velvet Rectangle Bench - Black,KFHQ,45,4,41
K7467-B255,HomePop Velvet Rectangle Bench - Black,KFNJ,47,2,45
K7478-F2232,HomePop Mid Century Oval Ottoman with Wood Legs - Ash Grey,KFHQ,47,1,46
K7478-F2232,HomePop Mid Century Oval Ottoman with Wood Legs - Ash Grey,KFNJ,30,27,3
K7490-A810,HomePop Cole Classics Round Storage Ottoman Flared Wood Leg,KFHQ,97,1,96
K7490-A810,HomePop Cole Classics Round Storage Ottoman Flared Wood Leg,KFTS,,,
K7490-A810,HomePop Cole Classics Round Storage Ottoman Flared Wood Leg,KFNJ,9,1,8
K7490-A811,HomePop Cole Classics Round Storage Ottoman Flared Wood Leg,KFHQ,89,4,85
K7490-A811,HomePop Cole Classics Round Storage Ottoman Flared Wood Leg,KFNJ,28,6,22
K7490-F2012,HomePop Cole Classics Round Storage Ottoman Flared Wood Leg,KFHQ,33,1,32
K7490-F2012,HomePop Cole Classics Round Storage Ottoman Flared Wood Leg,KFNJ,93,1,92
K7501-B227,HomePop Faux Fur Ottoman with Wood Legs - White,KFNJ,,,
K7501-B227,HomePop Faux Fur Ottoman with Wood Legs - White,KFHQ,59,,59
K7501-B233,HomePop Faux Fur Blush Square Stool Wood Legs,KFHQ,42,1,41
K7501-B233,HomePop Faux Fur Blush Square Stool Wood Legs,KFNJ,,,
K7506-F2185,HomePop Medium Tufted Storage Ottoman,KFHQ,48,,48
K7506-F2185,HomePop Medium Tufted Storage Ottoman,KFNJ,46,2,44
K7520-F2084,HomePop Mid Mod Square Stool Metal Hairpin Leg,KFNJ,85,1,84
K7520-F2084,HomePop Mid Mod Square Stool Metal Hairpin Leg,KFHQ,43,1,42
K7542-A855,HomePop Pet Bed - Stain Resistant French Bulldog Print,KFHQ,207,1,206
K7542-A855,HomePop Pet Bed - Stain Resistant French Bulldog Print,KFNJ,38,5,33
K7542-F2149,HomePop Decorative Pet Bed Curved Mini Love Seat,KFHQ,6,,6
K7542-F2149,HomePop Decorative Pet Bed Curved Mini Love Seat,KFNJ,63,2,61
K7542-F2377,HomePop Pet Bed - Mini Black Plaid,KFNJ,,,
K7542-F2377,HomePop Pet Bed - Mini Black Plaid,KFHQ,90,,90
K7565-F2159,HomePop Hemet Gayle Side Chair,KFHQ,278,11,267
K7565-F2159,HomePop Hemet Gayle Side Chair,KFNJ,237,34,203
K7569.24-F1326,"HomePop Upholstered 24"" Barstool Sand counter height",KFHQ,100,,100
K7569.24-F1326,"HomePop Upholstered 24"" Barstool Sand counter height",KFNJ,19,,19
K7570.24-F1210,"HomePop Upholstered 24"" Barstool Seafoam counter height",KFHQ,53,,53
K7570.24-F1210,"HomePop Upholstered 24"" Barstool Seafoam counter height",KFNJ,,,
K7570.24-F1211,HomePop Upholstered 24â€? Barstool Tan counter height,KFNJ,84,3,81
K7570.24-F1211,HomePop Upholstered 24â€? Barstool Tan counter height,KFHQ,27,7,20
K7570.24-F2105,"HomePop 24"" Counter stool with nailheads - Dark Charcoal",KFNJ,71,5,66
K7570.24-F2105,"HomePop 24"" Counter stool with nailheads - Dark Charcoal",KFHQ,62,,62
K7570.24-F2176,"HomePop 24"" Counter stool with nailheads - Deep Navy",KFHQ,5,,5
K7570.24-F2176,"HomePop 24"" Counter stool with nailheads - Deep Navy",KFNJ,2,,2
K7570.24-F2178,"HomePop 24"" Counter stool with nailheads - Tan",KFHQ,2,1,1
K7570.24-F2178,"HomePop 24"" Counter stool with nailheads - Tan",KFNJ,76,1,75
K7570.24-F2182,"HomePop 24"" Counter stool with nailheads - Slate Gray",KFNJ,,,
K7570.24-F2182,"HomePop 24"" Counter stool with nailheads - Slate Gray",KFHQ,,,
K7570.24-F2182,"HomePop 24"" Counter stool with nailheads - Slate Gray",KFNJ : KFNJQU,9,,
K7570.24-F2183,"HomePop 24"" Counter stool with nailheads - Sterling Gray",KFNJ,27,9,18
K7570.24-F2183,"HomePop 24"" Counter stool with nailheads - Sterling Gray",KFHQ,107,1,106
K7572-F2182,HomePop Tara Storage Bench Settee - Heathered Gray,KFNJ,33,1,32
K7572-F2182,HomePop Tara Storage Bench Settee - Heathered Gray,KFHQ,78,,78
K7572-F2183,HomePop Tara Storage Bench Settee,KFHQ,29,,29
K7572-F2183,HomePop Tara Storage Bench Settee,KFNJ,,,
K7573-B234,HomePop Faux Fur Gray Square Stool Metal Hairpin Legs,KFHQ,101,1,100
K7573-B234,HomePop Faux Fur Gray Square Stool Metal Hairpin Legs,KFNJ,34,1,33
K7575-A793,"HomePop Curved Top Parsons Dining Chair - Suri Brown
(Set of 2)",KFNJ : KFNJQU,9,,
K7575-A793,"HomePop Curved Top Parsons Dining Chair - Suri Brown
(Set of 2)",KFNJ,48,,48
K7575-A793,"HomePop Curved Top Parsons Dining Chair - Suri Brown
(Set of 2)",KFHQ,64,,64
K7575-F2060,HomePop Curved Back Parsons Chair - Gray Stripe (set of 2),KFHQ,24,,24
K7575-F2060,HomePop Curved Back Parsons Chair - Gray Stripe (set of 2),KFNJ,,,
K7575-F2230,"HomePop Classic Parsons Dining Chair - Blue Calypso Stripe
(set of 2)",KFNJ,72,3,69
K7575-F2230,"HomePop Classic Parsons Dining Chair - Blue Calypso Stripe
(set of 2)",KFHQ,192,,192
K7575-F2231,"HomePop Classic Parsons Dining Chair - Dove Grey Stripe
(set of 2)",KFHQ,132,2,130
K7575-F2231,"HomePop Classic Parsons Dining Chair - Dove Grey Stripe
(set of 2)",KFNJ,132,5,127
K7576.24-A769,"HomePop Finley Curved Top 24"" Barstool counter height",KFHQ,109,2,107
K7576.24-A769,"HomePop Finley Curved Top 24"" Barstool counter height",KFNJ,6,3,3
K7576.24-A793,"HomePop Suri Curved Top 24"" Barstool counter height",KFNJ,,,
K7576.24-A793,"HomePop Suri Curved Top 24"" Barstool counter height",KFHQ,51,10,41
K7576.24-F2060,"HomePop Curved Back 24"" Barstool - Grey Stripe",KFHQ,42,3,39
K7576.24-F2060,"HomePop Curved Back 24"" Barstool - Grey Stripe",KFNJ,36,3,33
K7576.29-F2060,"HomePop Curved Back 29"" Barstool - Grey Stripe",KFNJ,,,
K7576.29-F2060,"HomePop Curved Back 29"" Barstool - Grey Stripe",KFHQ,39,3,36
K7576.29-F2230,"HomePop Classic Parsons High Back 29"" Barstool - Blue Calypso Stripe",KFHQ,45,,45
K7576.29-F2230,"HomePop Classic Parsons High Back 29"" Barstool - Blue Calypso Stripe",KFNJ,29,,29
K7576.29-F2231,"HomePop Classic Parsons High Back 29"" Barstool - Dove Grey Stripe",KFHQ,43,,43
K7576.29-F2231,"HomePop Classic Parsons High Back 29"" Barstool - Dove Grey Stripe",KFNJ,19,,19
K7579-B214,HomePop Diva Decorative Storage Bench,KFNJ,,,
K7579-B214,HomePop Diva Decorative Storage Bench,KFHQ,74,1,73
K7579-B219,HomePop Diva Decorative Storage Bench,KFHQ,59,4,55
K7579-B219,HomePop Diva Decorative Storage Bench,KFNJ,,,
K7579-B220,HomePop Diva Decorative Storage Bench,KFHQ,15,,15
K7579-B220,HomePop Diva Decorative Storage Bench,KFNJ,53,3,50
K7579-B238,HomePop Diva Decorative Storage Bench,KFNJ,67,15,52
K7579-B238,HomePop Diva Decorative Storage Bench,KFHQ,33,3,30
K7609-B271,HomePop Davis Mid-Century Velvet Accent Chair - Wasabi Green,KFNJ,1,,1
K7609-B271,HomePop Davis Mid-Century Velvet Accent Chair - Wasabi Green,KFHQ,,,
K7609-B298,Homepop Davis Mid-Century Accent Chair - Navy Velvet,KFHQ,68,,68
K7609-B298,Homepop Davis Mid-Century Accent Chair - Navy Velvet,KFNJ,22,,22
K7609-B300,Homepop Davis Mid-Century Accent Chair - Blush Velvet,KFNJ,,,
K7609-B300,Homepop Davis Mid-Century Accent Chair - Blush Velvet,KFHQ,89,,89
K7609-F2360,Homepop Davis Mid-Century Accent Chair - Aqua,KFNJ,,,
K7609-F2360,Homepop Davis Mid-Century Accent Chair - Aqua,KFHQ,70,,70
K7609-F2361,Homepop Davis Mid-Century Accent Chair - Textured Pink,KFHQ,7,,7
K7609-F2361,Homepop Davis Mid-Century Accent Chair - Textured Pink,KFNJ,,,
K7609-F2371,Homepop Davis Mid-Century Accent Chair - Textured Gray,KFNJ,28,1,27
K7609-F2371,Homepop Davis Mid-Century Accent Chair - Textured Gray,KFHQ,60,,60
K7643-F2262,HomePop Decorative Bench with Wooden Storage - Black Plaid,KFNJ,3,1,2
K7643-F2262,HomePop Decorative Bench with Wooden Storage - Black Plaid,KFHQ,52,1,51
K7646-A750,HomePop Suri Storage Ottoman - Blue Slate,KFHQ,116,116,
K7646-A750,HomePop Suri Storage Ottoman - Blue Slate,KFNJ,,,
K7646-A823,HomePop Bella Storage Ottoman - Blue Trellis,KFHQ,44,33,11
K7646-A823,HomePop Bella Storage Ottoman - Blue Trellis,KFNJ,4,4,
K7646-A869,HomePop Square Ottoman - Burnt Orange and Cream Medallion,KFHQ,9,,9
K7646-A869,HomePop Square Ottoman - Burnt Orange and Cream Medallion,KFNJ,,,
K7651.24-A853,"HomePop Open Back Metal 24"" Counter Stool - Indigo and White Lattice",KFHQ,60,1,59
K7651.24-A853,"HomePop Open Back Metal 24"" Counter Stool - Indigo and White Lattice",KFNJ,,,
K7651.24-E903,HomePop Open Back Counter Stool - Gray Faux Leather,KFHQ,65,,65
K7651.24-E903,HomePop Open Back Counter Stool - Gray Faux Leather,KFNJ,1,,1
K7651.24-F1552,"HomePop Open Back Metal 24"" Counter Stool - Brown",KFNJ,96,2,94
K7651.24-F1552,"HomePop Open Back Metal 24"" Counter Stool - Brown",KFHQ,143,7,136
K7651.24-F1553,"HomePop Open Back Metal 24"" Counter Stool - Natural",KFNJ,33,1,32
K7651.24-F1553,"HomePop Open Back Metal 24"" Counter Stool - Natural",KFHQ,192,10,182
K7651.24-F1554,"HomePop Open Back Metal 24"" Counter Stool - Light Gray",KFHQ,,,
K7651.24-F1554,"HomePop Open Back Metal 24"" Counter Stool - Light Gray",KFNJ,219,31,188
K7651.24-F2261,HomePop Open Back Counter Stool - Wicker Grey,KFHQ,60,1,59
K7651.24-F2261,HomePop Open Back Counter Stool - Wicker Grey,KFNJ,,,
K7651.24-F2267,HomePop Open Back Counter Stool - Onyx,KFHQ,,,
K7651.24-F2267,HomePop Open Back Counter Stool - Onyx,KFNJ,,,
K7651.24-F2348,HomePop Open Back Counter Stool - Charcoal Square Geometric,KFNJ,30,3,27
K7651.24-F2348,HomePop Open Back Counter Stool - Charcoal Square Geometric,KFHQ,40,,40
K7651.24-F2353,HomePop Open Back Counter Stool Black and White Stripe,KFNJ,,,
K7651.24-F2353,HomePop Open Back Counter Stool Black and White Stripe,KFHQ,34,,34
K7651.24-F2380,HomePop Open Back Counter Stool - Global Print,KFNJ,,,
K7651.24-F2380,HomePop Open Back Counter Stool - Global Print,KFHQ,47,2,45
K7651.24-F2383,HomePop Open Back Counter Stool Light Gray Plaid,KFHQ,46,,46
K7651.24-F2383,HomePop Open Back Counter Stool Light Gray Plaid,KFNJ,,,
K7658-B227,HomePop Faux Fur Poof - White,KFNJ,48,6,42
K7658-B227,HomePop Faux Fur Poof - White,KFHQ,136,2,134
K7658-B233,HomePop Faux Fur Poof - Pink,KFNJ,4,1,3
K7658-B233,HomePop Faux Fur Poof - Pink,KFHQ,49,1,48
K7658-F2377,HomePop small square ottoman - Mini Black Plaid,KFHQ,51,,51
K7658-F2377,HomePop small square ottoman - Mini Black Plaid,KFNJ,,,
K7676-A864,"SPATIAL ORDER - Hudson Modern Velvet Accent Chair with Metal Frame, Gray Lines Print",KFNJ,15,,15
K7676-A864,"SPATIAL ORDER - Hudson Modern Velvet Accent Chair with Metal Frame, Gray Lines Print",KFHQ,41,,41
K7676-B255,"SPATIAL ORDER - Hudson Modern Velvet Accent Chair with Metal Frame, Black",KFHQ,,,
K7676-B255,"SPATIAL ORDER - Hudson Modern Velvet Accent Chair with Metal Frame, Black",KFNJ,,,
K7683-F2105,HomePop Modern Swoop Accent Chair with Nailhead Trim - Dark Charcoal,KFHQ,75,,75
K7683-F2105,HomePop Modern Swoop Accent Chair with Nailhead Trim - Dark Charcoal,KFNJ,47,2,45
K7683-F2176,HomePop Modern Swoop Accent Chair with Nailhead Trim - Deep Navy,KFHQ,154,,154
K7683-F2176,HomePop Modern Swoop Accent Chair with Nailhead Trim - Deep Navy,KFNJ,30,1,29
K7683-F2178,HomePop Modern Swoop Accent Chair with Nailhead Trim - Tan,KFNJ,63,2,61
K7683-F2178,HomePop Modern Swoop Accent Chair with Nailhead Trim - Tan,KFHQ,10,,10
K7683-F2182,HomePop Modern Swoop Accent Chair with Nailhead Trim - Slate Grey,KFHQ,163,,163
K7683-F2182,HomePop Modern Swoop Accent Chair with Nailhead Trim - Slate Grey,KFNJ,130,3,127
K7683-F2183,HomePop Modern Swoop Accent Chair with Nailhead Trim - Sterling Grey,KFHQ,48,,48
K7683-F2183,HomePop Modern Swoop Accent Chair with Nailhead Trim - Sterling Grey,KFNJ,59,,59
K7685-E886,HomePop Round Faux Leather Storage Ottoman - Taupe,KFHQ,7,6,1
K7685-E886,HomePop Round Faux Leather Storage Ottoman - Taupe,KFNJ,115,5,110
K7693-F2262,HomePop Parsons Dining Chair - Black Plaid (set of 2),KFNJ,45,10,35
K7693-F2262,HomePop Parsons Dining Chair - Black Plaid (set of 2),KFHQ,401,7,394
K7693-F2269,HomePop Parsons Dining Chair - Blue Plaid (set of 2),KFHQ,92,,92
K7693-F2269,HomePop Parsons Dining Chair - Blue Plaid (set of 2),KFNJ,152,1,151
K7693-F2270,HomePop Parsons Dining Chair - Grey Plaid (set of 2),KFNJ,38,4,34
K7693-F2270,HomePop Parsons Dining Chair - Grey Plaid (set of 2),KFHQ,120,,120
K7693-F2323,HomePop Rollback Dining Chair- Cream with Red Stripe (single pack),KFNJ,,,
K7693-F2323,HomePop Rollback Dining Chair- Cream with Red Stripe (single pack),KFHQ,26,1,25
K7699.24-F2262,HomePop Square Counter Stool - Black Plaid,KFHQ,21,2,19
K7699.24-F2262,HomePop Square Counter Stool - Black Plaid,KFNJ,17,6,11
